Gridpacks with displaced vertex                                                                                                                                       width           ctau (mm)
HeavyNeutrino_trilepton_M-10_V-0.00244948974278_2l_massiveAndCKM_LO                                                                                            5.994073e-13             0.329203    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00244948974278_3l_Dirac_massiveAndCKM_LO                                                                                      4.275567e-13             0.461522    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00244948974278_3l_massiveAndCKM_LO                                                                                            8.553049e-13             0.230710    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00244948974278_e_Dirac_massiveAndCKM_LO                                                                                       1.495189e-13             1.319746    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00244948974278_e_massiveAndCKM_LO                                                                                             2.997820e-13             0.658235    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00244948974278_mu_Dirac_massiveAndCKM_LO                                                                                      1.494454e-13             1.320395    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00244948974278_mu_massiveAndCKM_LO                                                                                            2.993534e-13             0.659177    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00244948974278_tau_Dirac_massiveAndCKM_LO                                                                                     1.269272e-13             1.554647    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00244948974278_tau_massiveAndCKM_LO                                                                                           2.540091e-13             0.776850    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00282842712475_2l_Dirac_massiveAndCKM_LO                                                                                      3.990758e-13             0.494460    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00282842712475_2l_massiveAndCKM_LO                                                                                            7.992099e-13             0.246903    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00282842712475_3l_Dirac_massiveAndCKM_LO                                                                                      5.700792e-13             0.346140    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00282842712475_3l_massiveAndCKM_LO                                                                                            1.140409e-12             0.173032    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00282842712475_e_Dirac_massiveAndCKM_LO                                                                                       1.993574e-13             0.989815    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00282842712475_e_massiveAndCKM_LO                                                                                             3.997096e-13             0.493676    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00282842712475_mu_Dirac_massiveAndCKM_LO                                                                                      1.992610e-13             0.990294    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00282842712475_mu_massiveAndCKM_LO                                                                                            3.991379e-13             0.494383    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00282842712475_tau_Dirac_massiveAndCKM_LO                                                                                     1.692375e-13             1.165977    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00282842712475_tau_massiveAndCKM_LO                                                                                           3.386782e-13             0.582639    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00316227766017_2l_Dirac_massiveAndCKM_LO                                                                                      4.988468e-13             0.395566    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00316227766017_2l_massiveAndCKM_LO                                                                                            9.990096e-13             0.197523    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00316227766017_3l_Dirac_massiveAndCKM_LO                                                                                      7.125974e-13             0.276912    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00316227766017_3l_massiveAndCKM_LO                                                                                            1.425506e-12             0.138426    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00316227766017_e_Dirac_massiveAndCKM_LO                                                                                       2.491990e-13             0.791845    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00316227766017_e_massiveAndCKM_LO                                                                                             4.996346e-13             0.394943    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00316227766017_mu_Dirac_massiveAndCKM_LO                                                                                      2.490776e-13             0.792231    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00316227766017_mu_massiveAndCKM_LO                                                                                            4.989254e-13             0.395504    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00316227766017_tau_Dirac_massiveAndCKM_LO                                                                                     2.115470e-13             0.932781    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.00316227766017_tau_massiveAndCKM_LO                                                                                           4.233470e-13             0.466112    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.004472135955_2l_Dirac_massiveAndCKM_LO                                                                                        9.976870e-13             0.197784    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.004472135955_2l_massiveAndCKM_LO                                                                                              1.998030e-12             0.098761    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.004472135955_3l_Dirac_massiveAndCKM_LO                                                                                        1.425190e-12             0.138457    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.004472135955_3l_massiveAndCKM_LO                                                                                              2.851004e-12             0.069213    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.004472135955_e_Dirac_massiveAndCKM_LO                                                                                         4.983949e-13             0.395925    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.004472135955_e_massiveAndCKM_LO                                                                                               9.992780e-13             0.197470    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.004472135955_mu_Dirac_massiveAndCKM_LO                                                                                        4.981559e-13             0.396115    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.004472135955_mu_massiveAndCKM_LO                                                                                              9.978431e-13             0.197754    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.004472135955_tau_Dirac_massiveAndCKM_LO                                                                                       4.230927e-13             0.466392    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.004472135955_tau_massiveAndCKM_LO                                                                                             8.466918e-13             0.233056    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-0.01_tau_massiveAndCKM_LO                                                                                                       4.233470e-12             0.046611    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-7.56967634711e-05_e_massiveAndCKM_LO                                                                                            2.862904e-16           689.254575    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-7.56967634711e-05_e_pre2017_massiveAndCKM_LO                                                                                    2.862904e-16           689.254575    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-7.56967634711e-05_mu_massiveAndCKM_LO                                                                                           2.858828e-16           690.237286    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-7.56967634711e-05_mu_pre2017_massiveAndCKM_LO                                                                                   2.858828e-16           690.237286    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-7.56967634711e-05_tau_massiveAndCKM_LO                                                                                          2.425776e-16           813.459148    (beforeApril2019)
HeavyNeutrino_trilepton_M-10_V-7.56967634711e-05_tau_pre2017_massiveAndCKM_LO                                                                                  2.425776e-16           813.459148    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00244948974278_2l_Dirac_massiveAndCKM_LO                                                                                      2.400156e-12             0.082214    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00244948974278_2l_massiveAndCKM_LO                                                                                            4.810052e-12             0.041024    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00244948974278_3l_Dirac_massiveAndCKM_LO                                                                                      3.521484e-12             0.056035    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00244948974278_3l_massiveAndCKM_LO                                                                                            7.032797e-12             0.028058    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00244948974278_e_Dirac_massiveAndCKM_LO                                                                                       1.196090e-12             0.164977    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00244948974278_e_massiveAndCKM_LO                                                                                             2.397180e-12             0.082316    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00244948974278_mu_Dirac_massiveAndCKM_LO                                                                                      1.193813e-12             0.165291    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00244948974278_mu_massiveAndCKM_LO                                                                                            2.397166e-12             0.082317    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00244948974278_tau_Dirac_massiveAndCKM_LO                                                                                     1.111800e-12             0.177484    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00244948974278_tau_massiveAndCKM_LO                                                                                           2.228387e-12             0.088551    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00282842712475_2l_Dirac_massiveAndCKM_LO                                                                                      3.200199e-12             0.061661    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00282842712475_2l_massiveAndCKM_LO                                                                                            6.413408e-12             0.030768    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00282842712475_3l_Dirac_massiveAndCKM_LO                                                                                      4.695328e-12             0.042026    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00282842712475_3l_massiveAndCKM_LO                                                                                            9.377062e-12             0.021044    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00282842712475_e_Dirac_massiveAndCKM_LO                                                                                       1.594785e-12             0.123733    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00282842712475_e_massiveAndCKM_LO                                                                                             3.196214e-12             0.061738    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00282842712475_mu_Dirac_massiveAndCKM_LO                                                                                      1.591738e-12             0.123970    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00282842712475_mu_massiveAndCKM_LO                                                                                            3.196203e-12             0.061738    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00282842712475_tau_Dirac_massiveAndCKM_LO                                                                                     1.482388e-12             0.133114    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00282842712475_tau_massiveAndCKM_LO                                                                                           2.971192e-12             0.066413    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00316227766017_2l_Dirac_massiveAndCKM_LO                                                                                      4.000251e-12             0.049329    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00316227766017_2l_massiveAndCKM_LO                                                                                            8.016745e-12             0.024614    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00316227766017_3l_Dirac_massiveAndCKM_LO                                                                                      5.869164e-12             0.033621    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00316227766017_3l_massiveAndCKM_LO                                                                                            1.172133e-11             0.016835    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00316227766017_e_Dirac_massiveAndCKM_LO                                                                                       1.993472e-12             0.098987    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00316227766017_e_massiveAndCKM_LO                                                                                             3.995279e-12             0.049390    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00316227766017_mu_Dirac_massiveAndCKM_LO                                                                                      1.989686e-12             0.099175    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00316227766017_mu_massiveAndCKM_LO                                                                                            3.995249e-12             0.049390    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00316227766017_tau_Dirac_massiveAndCKM_LO                                                                                     1.852980e-12             0.106492    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.00316227766017_tau_massiveAndCKM_LO                                                                                           3.713988e-12             0.053131    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.004472135955_2l_Dirac_massiveAndCKM_LO                                                                                        8.000529e-12             0.024664    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.004472135955_2l_massiveAndCKM_LO                                                                                              1.603355e-11             0.012307    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.004472135955_3l_Dirac_massiveAndCKM_LO                                                                                        1.173832e-11             0.016810    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.004472135955_3l_massiveAndCKM_LO                                                                                              2.344263e-11             0.008417    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.004472135955_e_Dirac_massiveAndCKM_LO                                                                                         3.986950e-12             0.049493    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.004472135955_e_massiveAndCKM_LO                                                                                               7.990655e-12             0.024695    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.004472135955_mu_Dirac_massiveAndCKM_LO                                                                                        3.979367e-12             0.049588    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.004472135955_mu_massiveAndCKM_LO                                                                                              7.990485e-12             0.024695    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.004472135955_tau_Dirac_massiveAndCKM_LO                                                                                       3.705980e-12             0.053246    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-0.004472135955_tau_massiveAndCKM_LO                                                                                             7.427966e-12             0.026565    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-2.13775583264e-05_e_massiveAndCKM_LO                                                                                            1.825854e-16          1080.737933    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-2.13775583264e-05_e_pre2017_massiveAndCKM_LO                                                                                    1.825854e-16          1080.737933    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-2.13775583264e-05_mu_massiveAndCKM_LO                                                                                           1.825840e-16          1080.746220    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-2.13775583264e-05_mu_pre2017_massiveAndCKM_LO                                                                                   1.825840e-16          1080.746220    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-2.13775583264e-05_tau_massiveAndCKM_LO                                                                                          1.697300e-16          1162.593342    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-2.13775583264e-05_tau_pre2017_massiveAndCKM_LO                                                                                  1.697300e-16          1162.593342    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-4.77493455453e-05_e_massiveAndCKM_LO                                                                                            9.109214e-16           216.623485    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-4.77493455453e-05_e_pre2017_massiveAndCKM_LO                                                                                    9.109214e-16           216.623485    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-4.77493455453e-05_mu_massiveAndCKM_LO                                                                                           9.109185e-16           216.624174    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-4.77493455453e-05_mu_pre2017_massiveAndCKM_LO                                                                                   9.109185e-16           216.624174    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-4.77493455453e-05_tau_massiveAndCKM_LO                                                                                          8.467851e-16           233.030751    (beforeApril2019)
HeavyNeutrino_trilepton_M-15_V-4.77493455453e-05_tau_pre2017_massiveAndCKM_LO                                                                                  8.467851e-16           233.030751    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.0949736805647_e_massiveAndCKM_LO                                                                                               2.789638e-15            70.735690    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.0949736805647_e_pre2017_massiveAndCKM_LO                                                                                       2.789638e-15            70.735690    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.0949736805647_mu_massiveAndCKM_LO                                                                                              2.658593e-15            74.222330    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.0949736805647_mu_pre2017_massiveAndCKM_LO                                                                                      2.658593e-15            74.222330    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.0949736805647_tau_massiveAndCKM_LO                                                                                             9.620460e-16           205.111780    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.0949736805647_tau_pre2017_massiveAndCKM_LO                                                                                     9.620460e-16           205.111780    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.13416407865_e_Dirac_massiveAndCKM_LO                                                                                           2.784807e-15            70.858400    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.13416407865_e_Dirac_pre2017_massiveAndCKM_LO                                                                                   2.784807e-15            70.858400    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.13416407865_mu_Dirac_massiveAndCKM_LO                                                                                          2.661962e-15            74.128394    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.13416407865_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                  2.661962e-15            74.128394    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.13416407865_tau_Dirac_massiveAndCKM_LO                                                                                         9.610579e-16           205.322664    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.13416407865_tau_Dirac_pre2017_massiveAndCKM_LO                                                                                 9.610579e-16           205.322664    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.212367605816_e_massiveAndCKM_LO                                                                                                1.394820e-14            14.147128    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.212367605816_e_pre2017_massiveAndCKM_LO                                                                                        1.394820e-14            14.147128    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.212367605816_mu_massiveAndCKM_LO                                                                                               1.329293e-14            14.844505    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.212367605816_mu_pre2017_massiveAndCKM_LO                                                                                       1.329293e-14            14.844505    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.212367605816_tau_massiveAndCKM_LO                                                                                              4.810230e-15            41.022356    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.212367605816_tau_pre2017_massiveAndCKM_LO                                                                                      4.810230e-15            41.022356    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.300333148354_e_Dirac_massiveAndCKM_LO                                                                                          1.395492e-14            14.140315    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.300333148354_e_Dirac_pre2017_massiveAndCKM_LO                                                                                  1.395492e-14            14.140315    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.300333148354_mu_Dirac_massiveAndCKM_LO                                                                                         1.333914e-14            14.793080    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.300333148354_mu_Dirac_pre2017_massiveAndCKM_LO                                                                                 1.333914e-14            14.793080    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.300333148354_tau_Dirac_massiveAndCKM_LO                                                                                        4.815969e-15            40.973471    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.300333148354_tau_Dirac_pre2017_massiveAndCKM_LO                                                                                4.815969e-15            40.973471    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.329_tau_massiveAndCKM_LO                                                                                                       1.154455e-14            17.092651    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.329_tau_pre2017_massiveAndCKM_LO                                                                                               1.154455e-14            17.092651    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.466_tau_Dirac_massiveAndCKM_LO                                                                                                 1.159438e-14            17.019191    (beforeApril2019)
HeavyNeutrino_trilepton_M-1_V-0.466_tau_Dirac_pre2017_massiveAndCKM_LO                                                                                         1.159438e-14            17.019191    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-0.01_tau_massiveAndCKM_LO                                                                                                       1.680893e-10             0.001174    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-1.93390796058e-05_e_massiveAndCKM_LO                                                                                            6.555623e-16           301.004142    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-1.93390796058e-05_e_pre2017_massiveAndCKM_LO                                                                                    6.555623e-16           301.004142    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-1.93390796058e-05_mu_massiveAndCKM_LO                                                                                           6.560955e-16           300.759520    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-1.93390796058e-05_mu_pre2017_massiveAndCKM_LO                                                                                   6.560955e-16           300.759520    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-1.93390796058e-05_tau_massiveAndCKM_LO                                                                                          6.286557e-16           313.887185    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-1.93390796058e-05_tau_pre2017_massiveAndCKM_LO                                                                                  6.286557e-16           313.887185    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-8.64869932418e-06_e_massiveAndCKM_LO                                                                                            1.311125e-16          1505.020253    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-8.64869932418e-06_e_pre2017_massiveAndCKM_LO                                                                                    1.311125e-16          1505.020253    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-8.64869932418e-06_mu_massiveAndCKM_LO                                                                                           1.312195e-16          1503.793018    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-8.64869932418e-06_mu_pre2017_massiveAndCKM_LO                                                                                   1.312195e-16          1503.793018    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-8.64869932418e-06_tau_massiveAndCKM_LO                                                                                          1.257311e-16          1569.436423    (beforeApril2019)
HeavyNeutrino_trilepton_M-20_V-8.64869932418e-06_tau_pre2017_massiveAndCKM_LO                                                                                  1.257311e-16          1569.436423    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00244948974278_2l_Dirac_massiveAndCKM_LO                                                                                       6.148522e-17          3209.339869    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00244948974278_2l_massiveAndCKM_LO                                                                                             1.225246e-16          1610.508974    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00244948974278_3l_Dirac_massiveAndCKM_LO                                                                                       7.162583e-17          2754.969372    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00244948974278_3l_massiveAndCKM_LO                                                                                             1.436640e-16          1373.531072    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00244948974278_e_Dirac_massiveAndCKM_LO                                                                                        3.096830e-17          6371.901844    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00244948974278_e_massiveAndCKM_LO                                                                                              6.160837e-17          3202.924666    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00244948974278_mu_Dirac_massiveAndCKM_LO                                                                                       3.056353e-17          6456.288520    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00244948974278_mu_massiveAndCKM_LO                                                                                             6.092130e-17          3239.047228    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00244948974278_tau_Dirac_massiveAndCKM_LO                                                                                      1.059396e-17         18626.365201    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00244948974278_tau_massiveAndCKM_LO                                                                                            2.124203e-17          9289.459053    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00282842712475_2l_Dirac_massiveAndCKM_LO                                                                                       8.197918e-17          2407.037590    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00282842712475_2l_massiveAndCKM_LO                                                                                             1.633672e-16          1207.873844    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00282842712475_3l_Dirac_massiveAndCKM_LO                                                                                       9.550115e-17          2066.226091    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00282842712475_3l_massiveAndCKM_LO                                                                                             1.915523e-16          1030.146690    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00282842712475_e_Dirac_massiveAndCKM_LO                                                                                        4.129121e-17          4778.909794    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00282842712475_e_massiveAndCKM_LO                                                                                              8.214303e-17          2402.236293    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00282842712475_mu_Dirac_massiveAndCKM_LO                                                                                       4.075052e-17          4842.317788    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00282842712475_mu_massiveAndCKM_LO                                                                                             8.122850e-17          2429.282430    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00282842712475_tau_Dirac_massiveAndCKM_LO                                                                                      1.412517e-17         13969.882690    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00282842712475_tau_massiveAndCKM_LO                                                                                            2.832269e-17          6967.098389    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00316227766017_2l_Dirac_massiveAndCKM_LO                                                                                       1.024747e-16          1925.616449    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00316227766017_2l_massiveAndCKM_LO                                                                                             2.042080e-16           966.303807    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00316227766017_3l_Dirac_massiveAndCKM_LO                                                                                       1.193755e-16          1652.993855    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00316227766017_3l_massiveAndCKM_LO                                                                                             2.394400e-16           824.118643    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00316227766017_e_Dirac_massiveAndCKM_LO                                                                                        5.161441e-17          3823.098392    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00316227766017_e_massiveAndCKM_LO                                                                                              1.026800e-16          1921.766341    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00316227766017_mu_Dirac_massiveAndCKM_LO                                                                                       5.093865e-17          3873.816206    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00316227766017_mu_massiveAndCKM_LO                                                                                             1.015361e-16          1943.416853    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00316227766017_tau_Dirac_massiveAndCKM_LO                                                                                      1.765651e-17         11175.876087    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00316227766017_tau_massiveAndCKM_LO                                                                                            3.540337e-17          5573.677531    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.004472135955_2l_Dirac_massiveAndCKM_LO                                                                                         2.049513e-16           962.799299    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.004472135955_2l_massiveAndCKM_LO                                                                                               4.084184e-16           483.149064    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.004472135955_3l_Dirac_massiveAndCKM_LO                                                                                         2.387524e-16           826.492081    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.004472135955_3l_massiveAndCKM_LO                                                                                               4.788795e-16           412.059752    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.004472135955_e_Dirac_massiveAndCKM_LO                                                                                          1.032275e-16          1911.573640    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.004472135955_e_massiveAndCKM_LO                                                                                                2.053596e-16           960.885042    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.004472135955_mu_Dirac_massiveAndCKM_LO                                                                                         1.018762e-16          1936.929017    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.004472135955_mu_massiveAndCKM_LO                                                                                               2.030731e-16           971.704120    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.004472135955_tau_Dirac_massiveAndCKM_LO                                                                                        3.531280e-17          5587.972856    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.004472135955_tau_massiveAndCKM_LO                                                                                              7.080650e-17          2786.848211    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00547722557505_2l_Dirac_massiveAndCKM_LO                                                                                       3.074283e-16           641.863380    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00547722557505_2l_massiveAndCKM_LO                                                                                             6.126255e-16           322.100480    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00547722557505_3l_Dirac_massiveAndCKM_LO                                                                                       3.581289e-16           550.994259    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00547722557505_3l_massiveAndCKM_LO                                                                                             7.183198e-16           274.706291    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00547722557505_e_Dirac_massiveAndCKM_LO                                                                                        1.548418e-16          1274.377900    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00547722557505_e_massiveAndCKM_LO                                                                                              3.080419e-16           640.584829    (beforeApril2019)
HeavyNeutrino_trilepton_M-2_V-0.00547722557505_mu_Dirac_massiveAndCKM_LO                                                                                       1.528136e-16          1291.291926    (beforeApril2019)
